key,0,1,2
253,"騎上金蛇大人的罐子。<hex:02100103>明明是一個普通罐子，可不知為何散發著耀眼的光輝。","被人從隆卡遺跡盜挖出來之後，被賣到黑市的不可思議的罐子。只要吹響附贈的魔笛，這個罐子就會發出金色的光芒，同時裡面還會填滿東西。據說沐浴到金蛇大人神秘之光的人將會獲得幸福。","水蛇大人是想說什麼嗎？<hex:02100103>　　——茶咕盧利·柯呫櫨"
254,"乘坐魔法幻卡。<hex:02100103>最強雕金匠親手製作的搭乘用幻卡。","艾歐澤亞最強的雕金匠戈德伯特·曼德維爾親手製作的搭乘用幻卡。曼德維爾決定將這張親手製作的幻卡贈與收集了眾多幻卡並展現出對幻卡抱有真愛的人。此外在這位最強雕金匠的超絕技藝下，不知道為何這張幻卡居然會飛……","對了，<hex:02100103>要不要玩點什麼<hex:02100103>打發一下時間？<hex:02100103>　　　——伊奧拉"
255,"","",""
256,"","",""
257,"","",""
258,"","",""
259,"","",""
260,"","",""
261,"","",""
262,"","",""
263,"","",""
264,"","",""
265,"","",""
266,"","",""
267,"","",""
268,"","",""
269,"","",""
270,"","",""
271,"","",""
272,"","",""
273,"","",""
274,"","",""
275,"","",""
276,"","",""
277,"","",""
278,"","",""
279,"","",""
280,"","",""
281,"","",""
282,"","",""
283,"","",""
284,"","",""
285,"","",""
286,"","",""
287,"","",""
288,"","",""
289,"","",""
290,"","",""
291,"","",""
292,"","",""
293,"","",""
294,"","",""
295,"","",""
296,"","",""
297,"","",""
298,"","",""
299,"","",""
300,"","",""
