key,0,1,2,3,4,5,6
1850,1,0,152021,0,"<hex:02100103>忍者通過按不同順序<hex:024804F201FA03><hex:024904F201FB03>「結印」<hex:0249020103><hex:0248020103>來發動<hex:024804F201FA03><hex:024904F201FB03>忍術<hex:0249020103><hex:0248020103>進行戰鬥。<hex:02100103><hex:02100103>結印一共有三種，分別是：<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>天之印<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>地之印<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>人之印<hex:0249020103><hex:0248020103><hex:02100103>另外還有用來發動忍術的技能<hex:024804F201FA03><hex:024904F201FB03>「忍術」<hex:0249020103><hex:0248020103>。","",""
1851,1,0,152022,0,"<hex:02100103>按特定順序結成3種印之後會附加可以發動忍術的狀態。<hex:02100103><hex:02100103>這時，忍術的技能表徵圖會替換成對應的忍術。","",""
1852,1,0,152023,0,"<hex:02100103>忍術技能的幫助說明中也對發動該忍術所需的結印順序進行了介紹。","",""
1853,1,0,152024,0,"<hex:02100103>通過完成特職任務可習得更多的結印，隨之可發動的忍術種類也會有所增加。<hex:02100103><hex:02100103>根據戰鬥情況活用忍術，成為一流的忍者！","",""
1860,1,0,152031,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「永結同心」<hex:0249020103><hex:0248020103>是命中注定的二人在眾神面前許下的一種永不分離的誓言。<hex:02100103><hex:02100103>通過進行特殊任務，可以為舉辦<hex:024804F201FA03><hex:024904F201FB03>永結同心典禮<hex:0249020103><hex:0248020103>做準備。","",""
1861,1,0,152032,0,"<hex:02100103>該任務可從黑衣森林東部林區十二神大聖堂前的<hex:024804F201FA03><hex:024904F201FB03>克拉麗貝爾<hex:0249020103><hex:0248020103>處領取。<hex:02100103><hex:02100103>屆時，需要事先做好以下準備：<hex:02100103>·與伴侶組成小隊<hex:02100103>·裝備上誓言手鐲<hex:02100103>·完成任務「拂曉血盟」","",""
1862,1,0,152033,0,"<hex:02100103>接受任務後，需要和伴侶一同準備服裝、戒指和會場。<hex:02100103><hex:02100103>請和伴侶合作推進任務！","",""
1870,1,0,152041,0,"<hex:02100103>與典禮接待人<hex:024804F201FA03><hex:024904F201FB03>雷莫<hex:0249020103><hex:0248020103>對話，可以選擇心儀的典禮樣式。<hex:02100103><hex:02100103>在典禮的當天，儀式將會按照其中一人的方案舉辦。<hex:02100103><hex:02100103>具體用誰的方案則需要二位新人事先進行協商。","",""
1871,1,0,152042,0,"<hex:02100103>舉行典禮的日期與時間可以通過<hex:024804F201FA03><hex:024904F201FB03>埃圖瓦妮勒<hex:0249020103><hex:0248020103>聖堂祭司進行預約。<hex:02100103><hex:02100103>每週五17點（地球時間）開始，可對下週五17點以後的一週內各個時間段進行預約。<hex:02100103><hex:02100103>一週只能預約一次。","",""
1872,1,0,152043,0,"<hex:02100103>預約成功後會得到空白請柬。<hex:02100103>使用空白請柬製作典禮請柬，將其交給親朋好友便可以邀請他們參加典禮。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※因伺服器的原因，部分時段可能無法預約，還請諒解。<hex:0249020103><hex:0248020103>","",""
1873,1,0,152044,0,"<hex:02100103>典禮當天，埃圖瓦妮勒將會引導參加者進入大聖堂。<hex:02100103><hex:02100103>兩位新人使用同心鈴，便可推動典禮進行。","",""
1880,1,0,152051,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>典禮請柬<hex:0249020103><hex:0248020103>是來賓參加<hex:024804F201FA03><hex:024904F201FB03>永結同心典禮<hex:0249020103><hex:0248020103>的重要憑證。<hex:02100103><hex:02100103>可以通過莫古郵件或交易收發請柬，請妥善保管。","",""
1881,1,0,152052,0,"<hex:02100103>典禮的主辦人姓名和開場時間都記載在請柬的內容裡。<hex:02100103><hex:02100103>建議在開場之前到達黑衣森林東部林區的十二神大聖堂。<hex:02100103><hex:02100103>開場後同入口處的<hex:024804F201FA03><hex:024904F201FB03>埃圖瓦妮勒<hex:0249020103><hex:0248020103>聖堂祭司對話，便可進入會場。","",""
1890,1,0,152081,0,"<hex:02100103>獲得了<hex:024804F201FA03><hex:024904F201FB03>陸行鳥出賽登記書<hex:0249020103><hex:0248020103>！<hex:02100103><hex:02100103>這是為了參加陸行鳥競賽而專門培育出的新陸行鳥。","",""
1891,1,0,152082,0,"<hex:02100103>在正式登記為<hex:024804F201FA03><hex:024904F201FB03>競賽陸行鳥<hex:0249020103><hex:0248020103>前，新陸行鳥們都將被寄存於彎枝牧場。<hex:02100103><hex:02100103>因此陸行鳥出賽登記書是您寄存了新陸行鳥的重要憑證，請妥善保管。","",""
1892,1,0,152083,0,"<hex:02100103>在金碟遊樂場將新陸行鳥正式登記為<hex:024804F201FA03><hex:024904F201FB03>競賽陸行鳥<hex:0249020103><hex:0248020103>後，陸行鳥就會移交到金碟遊樂場以便參加陸行鳥競賽。<hex:02100103><hex:02100103>請注意，每人只能同時登記一隻競賽陸行鳥。","",""
1900,1,0,152091,0,"<hex:02100103>習得了<hex:024804F201FA03><hex:024904F201FB03>競賽能力<hex:0249020103><hex:0248020103>！<hex:02100103><hex:02100103>競賽能力分為兩類，<hex:02100103>一類可以設定到熱鍵欄隨時使用，<hex:02100103>一類無需使用即可獲得持續性效果。<hex:02100103><hex:02100103>競賽能力可以令競賽時的局勢更加有利。","",""
1901,1,0,152092,0,"<hex:02100103>天生就會的競賽能力被稱作<hex:024804F201FA03><hex:024904F201FB03>先天性競賽能力<hex:0249020103><hex:0248020103>，通過成長習得的競賽能力被稱作<hex:024804F201FA03><hex:024904F201FB03>後天性競賽能力<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>無法遺忘從父母身上繼承的先天性競賽能力。","",""
1902,1,0,152093,0,"<hex:02100103>使用<hex:024804F201FA03><hex:024904F201FB03>遺忘水<hex:0249020103><hex:0248020103>遺忘後天性競賽能力後，可以通過提升競賽等級習得新的能力。<hex:02100103><hex:02100103>花費金碟幣可以換到<hex:024804F201FA03><hex:024904F201FB03>陸行鳥競賽教材<hex:0249020103><hex:0248020103>，雖然價格較貴，但優點是可以習得任意的競賽能力。","",""
1910,1,0,152101,0,"<hex:02100103>競賽陸行鳥的競賽等級達到40級了！<hex:02100103><hex:02100103>達到40級的競賽陸行鳥即使申請退役也可作為<hex:024804F201FA03><hex:024904F201FB03>退役陸行鳥<hex:0249020103><hex:0248020103>留下來進行<hex:024804F201FA03><hex:024904F201FB03>配種<hex:0249020103><hex:0248020103>。","",""
1911,1,0,152102,0,"<hex:02100103>通過配種誕生的新陸行鳥，其各項能力將根據雙親的<hex:024804F201FA03><hex:024904F201FB03>血統<hex:0249020103><hex:0248020103>、<hex:024804F201FA03><hex:024904F201FB03>血統等級<hex:0249020103><hex:0248020103>來決定。<hex:02100103><hex:02100103>血統等級代表陸行鳥能力的大致強度，血統則是可以直觀地看到與同血統等級的陸行鳥相比，哪幾項更加優秀。","",""
1912,1,0,152103,0,"<hex:02100103>雙親中血統等級較低的一方會對新陸行鳥的血統等級造成較大影響。<hex:02100103><hex:02100103>新陸行鳥作為競賽陸行鳥的能力也是通過血統來決定的。因不確定會受到雙親哪一邊的影響，所以有時也會有相當平凡的陸行鳥誕生。","",""
1913,1,0,152104,0,"<hex:02100103>可以通過金碟幣募集<hex:024804F201FA03><hex:024904F201FB03>配種用陸行鳥<hex:0249020103><hex:0248020103>與退役陸行鳥配種。<hex:02100103><hex:02100103>雖然募集來的陸行鳥擁有怎樣的特徵完全是看運氣，但先慢慢通過配種將血統等級提升上去為佳。","",""
1920,1,0,152111,0,"<hex:02100103>使用獲得的卡片，將卡片收錄進幻卡列表後，可以打開快捷指令裡的<hex:024804F201FA03><hex:024904F201FB03>金碟遊樂場<hex:0249020103><hex:0248020103>，選擇<hex:024804F201FA03><hex:024904F201FB03>卡組一覽<hex:0249020103><hex:0248020103>編輯對局用卡組。<hex:02100103><hex:02100103>在卡組編輯、對局規則方面有任何疑問，都可以向幻卡大師進行諮詢。","",""
1921,1,0,152112,0,"<hex:02100103>組建完卡組後即可開始嘗試幻卡挑戰。<hex:02100103>最初可以試著挑戰幻卡大師。<hex:02100103><hex:02100103>確認對局條件後選好卡組則對局開始！","",""
1930,1,0,152121,0,"<hex:02100103>歡迎來到九宮幻卡的世界。<hex:02100103>艾歐澤亞的卡片愛好者們都期待著與你一戰。<hex:02100103><hex:02100103>可進行對局的非玩家角色頭頂都會帶有左圖所示的表徵圖。","",""
1931,1,0,152122,0,"<hex:02100103>在冒險者公會、巴斯卡隆酒家等人多、熱鬧的場所還可以進行冒險者之間的幻卡挑戰。<hex:02100103><hex:02100103>組建最強的卡組，爭取成為最強的幻卡大師。","",""
1940,1,0,152131,0,"<hex:02100103>歡迎來到神奇的<hex:024804F201FA03><hex:024904F201FB03>曼德維爾金碟遊樂場<hex:0249020103><hex:0248020103>！<hex:02100103><hex:02100103>金碟遊樂場為各位來場嘉賓準備了各種服務項目。","",""
1941,1,0,152132,0,"<hex:02100103> 利用各服務項目時需要用到的<hex:024804F201FA03><hex:024904F201FB03>金碟幣<hex:0249020103><hex:0248020103>可以在入口廣場以1金碟幣比10金幣的兌換率同<hex:024804F201FA03><hex:024904F201FB03>金碟幣兌換員<hex:0249020103><hex:0248020103>進行兌換。<hex:02100103><hex:02100103> <hex:024804F201F403><hex:024904F201F503>※當手中的金碟幣不到500時，可以使用金幣兌換至500， 當手中的金碟幣達到500或以上時，無法使用金幣兌換。<hex:0249020103><hex:0248020103>","",""
1942,1,0,152133,0,"<hex:02100103>在<hex:024804F201FA03><hex:024904F201FB03>紀念品兌換員<hex:0249020103><hex:0248020103>處還可以用金碟幣交換到諸多禮品。<hex:02100103><hex:02100103>祝各位玩的開心。","",""
1950,1,0,152141,0,"<hex:02100103>競賽等級提升了！<hex:02100103>競賽陸行鳥的<hex:024804F201FA03><hex:024904F201FB03>羽力<hex:0249020103><hex:0248020103>提升後即可以參加更加高級的競賽。<hex:02100103><hex:02100103>等級高的競賽取得的報酬也會更多。<hex:02100103>請努力參加更高級別的陸行鳥競賽吧！","",""
1951,1,0,152142,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>羽力<hex:0249020103><hex:0248020103>代表著陸行鳥的綜合能力，競賽等級與優良的血統都會對羽力造成影響。","",""
1952,1,0,152143,0,"<hex:02100103>為了讓羽力相近的陸行鳥能夠同台競技，各競賽都設定有參加條件。<hex:02100103><hex:02100103>因此羽力提升後雖然能參加更高級的競賽，但同時也將無法再參加低級的競賽。","",""
1960,1,0,152151,0,"<hex:02100103>獲得了能工巧匠<hex:024804F201FA03><hex:024904F201FB03>專家<hex:0249020103><hex:0248020103>的資格！<hex:02100103><hex:02100103>用<hex:024804F201FA03><hex:024904F201FB03>專家水晶<hex:0249020103><hex:0248020103>可以換取任意能工巧匠的<hex:024804F201FA03><hex:024904F201FB03>專家之證<hex:0249020103><hex:0248020103>，<hex:024804F201FA03><hex:024904F201FB03>裝備<hex:0249020103><hex:0248020103>上專家之證後，就能以專家的身份繼續活躍了。","",""
1961,1,0,152152,0,"<hex:02100103>能夠成為專家的職業<hex:024804F201FA03><hex:024904F201FB03>同時只能有3種<hex:0249020103><hex:0248020103>，成為專家後可以使用<hex:024804F201FA03><hex:024904F201FB03>專用技能<hex:0249020103><hex:0248020103>，通過專用技能可以使製作變得更加輕鬆。<hex:02100103><hex:02100103>持有專家水晶的話可以隨意變更與追加所需職業的專家。<hex:024804F201F403><hex:024904F201F503>※專家的變更每週（地球時間）最多可以進行3次。<hex:0249020103><hex:0248020103>","",""
1962,0,0,0,0,"","",""
1963,0,0,0,0,"","",""
1970,1,0,152161,0,"<hex:02100103>一些非玩家角色會請求冒險者幫忙尋找「收藏品」。<hex:02100103><hex:02100103>而且他們會根據收藏品的「收藏價值」來決定是否收藏。<hex:02100103><hex:02100103>確認好他們需要多少「收藏價值」的收藏品後，再去製作與採集收藏品吧！","",""
1980,1,0,152171,0,"<hex:02100103>可以在空中自由翱翔了！<hex:02100103><hex:02100103>騎乘坐騎執行<hex:024804F201FA03><hex:024904F201FB03>跳躍<hex:0249020103><hex:0248020103>，就可以在空中自由翱翔了。","",""
1981,1,0,152172,0,"<hex:02100103>飛行時的基本操作為<hex:024804F201FA03><hex:024904F201FB03>「前進」「上升」「急降」<hex:0249020103><hex:0248020103>。<hex:02100103>前進：<hex:02100103>　與平時的前進方式一樣。<hex:02100103>上升：<hex:02100103>　在飛行狀態下「跳躍」會變為上升。<hex:02100103>急降：<hex:02100103>　在飛行狀態下按「拔出或收回武器」的按鍵可以急速下降。","",""
1982,1,0,152172,0,"<hex:02100103>飛行時的基本操作為<hex:024804F201FA03><hex:024904F201FB03>「前進」「上升」「急降」<hex:0249020103><hex:0248020103>。<hex:02100103>前進：<hex:02100103>　與平時的前進方式一樣。<hex:02100103>上升：<hex:02100103>　在飛行狀態下<hex:021E020C03>會變為上升。<hex:02100103>急降：<hex:02100103>　在飛行狀態下按<hex:021E020D03>+<hex:021E020E03>可以急速下降。","",""
1983,0,0,0,0,"","",""
1990,0,0,0,0,"","",""
1991,0,0,0,0,"","",""
1992,0,0,0,0,"","",""
1993,0,0,0,0,"","",""
2000,0,0,0,0,"","",""
2001,0,0,0,0,"","",""
2002,0,0,0,0,"","",""
2003,0,0,0,0,"","",""
2010,1,0,152391,0,"<hex:02100103>當你積累了足夠的經驗，就可以選擇成為一名<hex:024804F201FA03><hex:024904F201FB03>「指導者」<hex:0249020103><hex:0248020103>了。<hex:02100103><hex:02100103>指導者作為新手冒險者<hex:024804F201FA03><hex:024904F201FB03>（新人）<hex:0249020103><hex:0248020103>等其它冒險者的範本和楷模，必須做出表率，成為大家努力追逐的目標。<hex:02100103><hex:02100103>如果遇見其他陷入困難或迷茫的冒險者，請盡力支援他們。","",""
2011,1,0,152392,0,"<hex:02100103>在被認定為指導者之後，便可以將<hex:024804F201FA03><hex:024904F201FB03>線上狀態<hex:0249020103><hex:0248020103>設定為<hex:024804F201FA03><hex:024904F201FB03>指導者專用線上狀態<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※通過將線上狀態設定為「指導者」，可以讓其他冒險者認識到自己的指導者身份。<hex:0249020103><hex:0248020103>","",""
2012,1,0,152393,0,"<hex:02100103>戰鬥指導者可以設定為下列兩種。<hex:02100103>　<hex:0212025003>戰鬥指導者<hex:02100103>　<hex:0212025203>對戰指導者<hex:02100103>製作採集指導者可以設定為下列一種。<hex:02100103>　<hex:0212025103>製作採集指導者<hex:02100103><hex:02100103>若三種均被認定，則可以設定為不分種類的「<hex:0212024F03>指導者」，從而進行範圍廣泛的活動。","",""
2013,1,0,152394,0,"<hex:02100103>作為指導者活動期間，可以邀請新人進入叫做<hex:024804F201FA03><hex:024904F201FB03>「新人頻道」<hex:0249020103><hex:0248020103>的聊天頻道中，從而更好地幫助新人。<hex:02100103><hex:02100103>另外，被認定為戰鬥指導者之後，會開放名為<hex:024804F201FA03><hex:024904F201FB03>「隨機任務：指導者」<hex:0249020103><hex:0248020103>的隨機任務，可從中獲得特別報酬。<hex:02100103><hex:02100103>請務必作為指導者積極展開活動，支援新人。","",""
2020,1,0,152211,0,"<hex:02100103>在這片大陸上存在著特定時間才能找到的「限時採集地點」。<hex:02100103><hex:02100103>僅限「限時採集地點」才能採集到的材料在採集筆記上會有所標註。<hex:02100103><hex:02100103>如果搞錯了時間，很可能會怎麼也找不到，一定要注意！","",""
2030,1,0,152221,0,"<hex:02100103>說到採礦工就想起「岩石低吟」，說到園藝工就想起「樹木低吟」。<hex:02100103><hex:02100103>它們能夠發現採集地點在獲得率方面的特殊性質，不過，有些採集地點還藏有隱藏特殊性質。","",""
2031,1,0,152222,0,"<hex:02100103>通過學會新的職業特性，能夠發現隱藏特殊性質了。<hex:02100103><hex:02100103>雖然不能經常發現隱藏特殊性質，不過一旦發現了請活用技能，不要放過這個好機會！","",""
2040,0,0,0,0,"","",""
2041,0,0,0,0,"","",""
2050,1,0,152241,0,"<hex:02100103>獲得了可以「精選」的道具。<hex:02100103><hex:02100103>精選後該道具會消失。收藏價值越高的道具，精選後獲得的道具就越多。<hex:02100103><hex:02100103>多多收集收藏價值高的收藏品，努力進行精選吧！","",""
2060,1,0,152251,0,"<hex:02100103>「未知的採集地點」中，有一部分是需要獲得<hex:024804F201FA03><hex:024904F201FB03>「傳承錄」<hex:0249020103><hex:0248020103>才能被發現的<hex:024804F201FA03><hex:024904F201FB03>「傳說的採集地點」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>「傳承錄」是記載著各地關於傳承的書。<hex:02100103><hex:02100103>使用傳承錄後，會在採集筆記的「特殊」類別中反映出來。","",""
2061,1,0,152252,0,"<hex:02100103>未獲得的「傳承錄」可以在採集筆記中確認。<hex:02100103><hex:02100103>獲得「傳承錄」，在「傳說的採集地點」採集珍貴的資源吧！","",""
2070,0,0,0,0,"","",""
2071,0,0,0,0,"","",""
2072,0,0,0,0,"","",""
2073,0,0,0,0,"","",""
2080,0,0,0,0,"","",""
2090,1,0,152271,0,"<hex:02100103>打開<hex:024804F201FA03><hex:024904F201FB03>寶箱<hex:0249020103><hex:0248020103>的時候同時也會打開<hex:024804F201FA03><hex:024904F201FB03>戰利品<hex:0249020103><hex:0248020103>的分配視窗。<hex:02100103><hex:02100103>如果是其他隊員打開了寶箱，畫面右下會彈出<hex:024804F201FA03><hex:024904F201FB03>戰利品通知<hex:0249020103><hex:0248020103>。左鍵點擊這個通知也會打開同樣的視窗。","",""
2091,1,0,152272,0,"<hex:02100103>戰利品視窗中會顯示<hex:024804F201FA03><hex:024904F201FB03>「需求」「貪婪」「放棄」<hex:0249020103><hex:0248020103>三個按鈕。<hex:02100103><hex:02100103>這三個按鈕表示玩家當前的希望程度。<hex:02100103>需求：真的非常需要。<hex:02100103>貪婪：雖然想要，但是不一定能用得到。<hex:02100103>放棄：現在不需要。<hex:02100103><hex:02100103>當每名隊員都做出選擇之後便會開始進行分配。","",""
2092,1,0,152273,0,"<hex:02100103>如果全員都表示「放棄」，戰利品中的道具會被自動丟棄。不會分配給任何人。<hex:02100103><hex:02100103>在選擇了「需求」或「貪婪」後，還會<hex:024804F201FA03><hex:024904F201FB03>有1次選擇「放棄」的機會<hex:0249020103><hex:0248020103>，這個重新選擇的機會只能在戰利品還未分配出去的時候使用。","",""
2093,1,0,152274,0,"<hex:02100103>如果在寶箱中裝的是金幣或不需要進行擲骰的道具，在打開寶箱時就會自動進行分配。<hex:02100103><hex:02100103>組隊時最重要的就是和隊友的交流，最好別太過於貪心，適當和隊友商量一下戰利品的分配方法吧。","",""
2094,1,0,152271,0,"<hex:02100103>打開<hex:024804F201FA03><hex:024904F201FB03>寶箱<hex:0249020103><hex:0248020103>的時候同時也會打開<hex:024804F201FA03><hex:024904F201FB03>戰利品<hex:0249020103><hex:0248020103>的分配視窗。<hex:02100103><hex:02100103>如果是其他隊員打開了寶箱，畫面右下會彈出<hex:024804F201FA03><hex:024904F201FB03>戰利品通知<hex:0249020103><hex:0248020103>。選擇這個通知也會打開同樣的視窗。","",""
2100,1,0,152281,0,"<hex:02100103>達到規定人數或解除限制的小隊在參加任務副本時，能夠選擇<hex:024804F201FA03><hex:024904F201FB03>僅限貪婪<hex:0249020103><hex:0248020103>和<hex:024804F201FA03><hex:024904F201FB03>隊長分配<hex:0249020103><hex:0248020103>這兩種分配方式。<hex:02100103><hex:02100103>※隊長可以在任務搜尋器設定視窗中的分配方式裡進行設定，<hex:024804F201F403><hex:024904F201F503>任務中無法變更設定<hex:0249020103><hex:0248020103>。","",""
2101,1,0,152282,0,"<hex:02100103>在設定分配方式的時候，請先與小隊成員進行商量，設定一個符合小隊目的的分配方式吧。","",""
2110,1,0,152291,0,"<hex:02100103>神殿騎士團理符和公會理符一樣，分為傭兵任務、製作任務以及採集任務。不過也有與公會理符不同的地方，就是有需要10點受理限額才能領取的大規模任務。<hex:02100103><hex:02100103>雖然需要10點受理限額，但是會比普通的理符任務要多出許多報酬，可以節省很多時間。","",""
2111,1,0,152292,0,"<hex:02100103>在神殿騎士團理符的傭兵任務中會出現的寶箱裡有可能獲得<hex:024804F201FA03><hex:024904F201FB03>蟲珀<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>在稀少琥珀商人那裡可以用蟲珀換取道具。<hex:02100103><hex:02100103>如果收集到了蟲珀，就拿去給稀少琥珀商人吧。","",""
2120,1,0,152301,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>收藏品<hex:0249020103><hex:0248020103>是指提供給一些特殊客人的特別定製品。<hex:02100103><hex:02100103>達到客人所需求的「收藏價值」後，客人才會收藏這些收藏品。","",""
2121,1,0,152302,0,"<hex:02100103>收藏品不能與其他同樣的道具放到一起，也不能在商店進行出售。<hex:02100103><hex:02100103>另外，收藏品如果為可以「使用」的道具的話，雖然可以直接使用，但是不能夠作為<hex:024804F201FA03><hex:024904F201FB03>製作素材來使用<hex:0249020103><hex:0248020103>。收藏品與普通的道具有著不一樣的用法，請多注意。","",""
2122,1,0,152303,0,"<hex:02100103>另外，製作<hex:024804F201FA03><hex:024904F201FB03>「收藏品製作專用」<hex:0249020103><hex:0248020103>的道具後，必定會變為「收集品」。<hex:02100103><hex:02100103>道具品質越高，收藏價值也就越高。<hex:02100103><hex:02100103>盡量製作高品質道具，交納高收藏價值的收藏品吧！","",""
2130,1,0,152311,0,"<hex:02100103>使用技能<hex:024804F201FA03><hex:024904F201FB03>收藏品製作<hex:0249020103><hex:0248020103>的話，可以獲得<hex:024804F201FA03><hex:024904F201FB03>收藏品製作<hex:0249020103><hex:0248020103>的狀態效果。<hex:02100103><hex:02100103>這個狀態效果下製作<hex:024804F201FA03><hex:024904F201FB03>「可以進行收藏品製作」<hex:0249020103><hex:0248020103>的道具後，可以選擇是否將製作的道具變為收藏品。","",""
2131,1,0,152312,0,"<hex:02100103>製作時不用在意「收藏品製作」的狀態效果，當做普通的製作就可以了。<hex:02100103><hex:02100103>製作出來的道具品質越高，那麼收藏價值就越高。<hex:02100103><hex:02100103>如果收藏價值沒有達到玩家想要的數值，那麼就以普通道具來完成製作吧。","",""
2132,0,0,0,0,"","",""
2140,1,0,152321,0,"<hex:02100103>使用了技能「收藏品採集」後，可以為自身附加能夠採集「收藏品」的「收藏品採集」狀態。","",""
2141,1,0,152322,0,"<hex:02100103>在「收藏品採集」狀態下釣魚，可以將釣上來的魚保存為品質恆定的「收藏品」。<hex:02100103><hex:02100103>「收藏品」的品質由魚的大小來決定。為了盡量釣上來體型較大的魚，請在釣具等方面多下一些功夫。","",""
2150,1,0,152261,0,"<hex:02100103>在「收藏品採集」的狀態效果下可以採集到「收藏品」。<hex:02100103><hex:02100103>試著採集一些「收藏品」吧。","",""
2160,1,0,152201,0,"<hex:02100103>可以採集到「收藏品」了。<hex:02100103><hex:02100103>在採集前，先使用「甄別」技能提高道具的「稀有度」吧，稀有度越高的道具作為收藏品的「收藏價值」就越高。","",""
2161,1,0,152202,0,"<hex:02100103>要注意的是，使用「甄別」技能後，雖然會提高「稀有度」，可是同時也會增加「負荷」，如果「負荷」超過極限的話，那麼就會降低獲得率。<hex:02100103><hex:02100103>請在不超過「負荷」極限的同時盡可能地提高「稀有度」，這樣就能有效地採集出高收藏價值的收藏品了。","",""
2170,1,0,152341,0,"<hex:02100103>可以參加遊戲<hex:024804F201FA03><hex:024904F201FB03>「萌寵之王」<hex:0249020103><hex:0248020103>了！<hex:02100103><hex:02100103>萌寵之王是指揮召喚出的寵物進行對戰的遊戲項目。<hex:02100103>通過萌寵之王遊戲機就可與其他冒險者進行對戰。<hex:02100103><hex:024804F201F403><hex:024904F201F503>※也有可以單人磨練技術的模式！<hex:0249020103><hex:0248020103>","",""
2171,1,0,152342,0,"<hex:02100103>戰鬥中通常使用<hex:024804F201FA03><hex:024904F201FB03>「寵物熱鍵欄」<hex:0249020103><hex:0248020103>召喚寵物。<hex:02100103><hex:02100103>可以從快捷指令<hex:024804F201FA03><hex:024904F201FB03>「金碟遊樂場」<hex:0249020103><hex:0248020103>的<hex:024804F201FA03><hex:024904F201FB03>「萌寵之王」<hex:0249020103><hex:0248020103>選項中選擇<hex:024804F201FA03><hex:024904F201FB03>「編輯寵物熱鍵欄」<hex:0249020103><hex:0248020103>，在裡面將寵物設定到熱鍵欄中。<hex:02100103><hex:024804F201F403><hex:024904F201F503>※不設定寵物熱鍵欄同樣可以進行召喚。<hex:0249020103><hex:0248020103>","",""
2172,1,0,152343,0,"<hex:02100103>在萌寵之王中，<hex:024804F201FA03><hex:024904F201FB03>「績點」<hex:0249020103><hex:0248020103>體現著你的強弱。<hex:02100103>績點只會在與其他玩家對戰時才會出現增減。<hex:02100103>可以從快捷指令<hex:024804F201FA03><hex:024904F201FB03>「金碟遊樂場」<hex:0249020103><hex:0248020103>的<hex:024804F201FA03><hex:024904F201FB03>「萌寵之王」<hex:0249020103><hex:0248020103>選項中確認自己的玩家績點。<hex:02100103><hex:024804F201F403><hex:024904F201F503>※玩家與玩家戰鬥時，會比較容易匹配到與自己玩家績點相近的對手。<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※在部分模式下績點不會發生改變。<hex:0249020103><hex:0248020103>","",""
2173,1,0,152344,0,"<hex:02100103>萌寵之王有三種遊戲模式。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·挑戰<hex:0249020103><hex:0248020103><hex:02100103>　一個人進行遊戲的模式。<hex:02100103>　可以邊玩邊熟悉萌寵之王的操作。<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·對戰<hex:0249020103><hex:0248020103><hex:02100103>　可進行令績點增減的正式對戰，<hex:02100103>　也可進行練習賽。","",""
2174,1,0,152345,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·大賽<hex:0249020103><hex:0248020103><hex:02100103>　萌寵之王定期舉辦大賽，<hex:02100103>　參加大賽即可選擇此模式遊戲。<hex:02100103>　大賽的目標是與其他冒險者對戰，<hex:02100103>　以獲取更多<hex:024804F201FA03><hex:024904F201FB03>「積分」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>　<hex:024804F201F403><hex:024904F201F503>※大賽對戰有大賽專用規則。<hex:0249020103><hex:0248020103>","",""
2180,1,0,152351,0,"<hex:02100103>在萌寵之王中使用的寵物分為4個<hex:024804F201FA03><hex:024904F201FB03>「種類」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>每個種類之間相互克制，受到克制的時候會受到更多的傷害，反之則可造成更多傷害。","",""
2181,1,0,152352,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·「魔物」<hex:0249020103><hex:0248020103><hex:02100103>  對<hex:024804F201FA03><hex:024904F201FB03>「動物」<hex:0249020103><hex:0248020103>造成更多傷害，<hex:02100103>  被<hex:024804F201FA03><hex:024904F201FB03>「玩偶」<hex:0249020103><hex:0248020103>攻擊時受到更多傷害。<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·「動物」<hex:0249020103><hex:0248020103><hex:02100103>  對<hex:024804F201FA03><hex:024904F201FB03>「玩偶」<hex:0249020103><hex:0248020103>造成更多傷害，<hex:02100103>  被<hex:024804F201FA03><hex:024904F201FB03>「魔物」<hex:0249020103><hex:0248020103>攻擊時受到更多傷害。","",""
